lyrics,mood
"[Intro: B.G. Knocc Out] Time's still changing 'cause brothers turnin' into snitches Time's still changing 'cause brothers turnin' into snitches Time's still changing 'cause brothers turnin' into snitches Time's still changing 'cause brothers turnin' into snitches Time's still changing 'cause brothers turnin' into snitches  [Verse 1: LIL CIG] I keep on strolling with no control of my thoughts or life (yeah) Seems like my home has become something I can't recognize (ayy) Doubters turn to believers, but fuck, I'm not surprised (yeah) I miss my cousin so much, yet he's still by my side (what?) Crazy how friends switch it, askin' how they can get a picture What happened to, ""What's up, homie—how ya' doing? Goddamn, I miss ya"" Don't wanna be nowhere else, so I'm making myself create this hell In the place I dwell, stuck in an open cell Take me back 'fore the levees fell  [Hook: B.G. Knocc Out] Time's still changing 'cause brothers turnin' into snitches Time's still changing 'cause brothers turnin' into snitches Time's still changing 'cause brothers turnin' into snitches Time's still changing 'cause brothers turnin' into snitches Time's still changing 'cause brothers turnin' into snitches [Verse 2: 7TH WARD LORD] Yeah, I be that 7th Ward Lord with them devil horns Born and raised in the waves of the storm The flood has left me wet and torn The Garden of Eden destroyed by Babylon demons They poured the chlorine with no warning Petals on the floor freezing A world once unexplored, I think I'm Marco Polo covered in thorns Set my compass to avoid tethered forms New Orleans is war-torn, I ain't bettin' scores And all of my friends are now whores And I'm bored of the replication of the life I once lived in the city I once adored",surprise
"[Verse 1: RUBY DA CHERRY] Fuck you, bitch, I'm here all by myself I tried the belt, but couldn't get it tight enough So I smoke the blunt, my lungs are rust My brain is dust from all of these drugs I can't think straight, I'll walk the plank Spill my blood so sharks will come and eat me (come and eat me...) —Whole! In between Hell and Earth, I do the limbo My body alive, but my mind is dead Going through the motions, all of them emotions Dump me in the ocean, I'm drowning again We don't have to pretend  [Verse 2: $LICK $LOTH] Okay, here we go, blade to my throat Whole floor soaked with blood from a goat Bag full of dope, room full of smoke All black coat with a wolf for a cloak Do you feel my essence? Depressing presence My main goal in death is to blow up heaven Don't get the message, can't teach the lesson Just a feeling that you get when you hang with peasants Ridin' down Crescent, my weapon is oh-so-sharp and ready Ward of the 7th, the legend is that you won't see twenty Me and Lil Uzi full of cruelty, just a product of the times The fucking highly almighty, the G, the 5, the 9",sadness
"[Intro: RUBY DA CHERRY] (Got a, got a bunch of baggage)  [Verse 1: RUBY DA CHERRY] Got a bunch of baggage Got a bunch of bags up in the attic hidin' all my bad habits $lick? He got some bad habits, plus he's asthmatic All the smoke that I be dragging, bitch I need some casket for my fucking lungs, they fucking damaged Like the Black Flag, classic Sabbath? Never heard of that shit Bitch, I work, it ain't for assets Roll a solo blunt, no matching It's because of all the gadgets why I keep a social status Fucking phones and tablets... Bitch, I do this shit just for Jefe Yeah, he told me make it happen Then he died in that tragic car crash And every time I think of that I'm flickin' ashes Yeah, it sucks when you realize life is fast And I'm a fucking cashless organism tryna thrive inside a habitat that's plastic [Verse 2: $LICK $LOTH] It's that motherfucker that ya momma said don't hang with Meet me in the gallows, bitch, I promise that it's painless Stupid motherfuckers thinking that we on the same shit Cock it back, and then I yell, ""Okay, here comes the pain, bitch!"" Up in gangster's paradise, could give a fuck about your life Every time I roll the dice, sixes popping up twice Bitches tryna sacrifice their pussy, but I am not enticed Good try, hoe I do this shit for Dirt, so I ain't got the time, hoe Don't like nobody, and I think that's all you need to know Walkin' on water while I'm surrounded by some crows And when I hit the other side, I'm blowing on some dope, hoe",sadness
"[Verse 1: LIL REMAINS] Fuck a dead body, don't pick 'em up, let 'em dry East Side, 59, with the choppers out the ride Mommas cry, kids die, second line, Vietnam Testify, crucified, have your family by your side Full of fuck shit, double my cup with mud, bitch Sluts wanna suck dick, hit 'em with the drop kick Bitch, your pussy nonsense Demons with the Glock grip $uicidal cult shit, love to watch the blood drip  [Hook: LIL REMAINS] Dead man walking, ayy, yah, aye Dead man walking, ayy, yah, aye Dead man walking, ayy, yah, aye Dead man walking, ayy, yah, aye Dead man walking, ayy, yah, aye Dead man walking, ayy, yah, aye  [Verse 2: YUNG MUTT] Rather be dead than bored, settle the score Let the metal pour right onto the floor Fuck your brain, you fucking whore Fuck your chain, you slave, I left the bloodstains on the door Blade made of iron ore, made stains right on the shore Washed away, the waves took it north But now I try to stay warm Catch another flight, and now I'm back on tour Can't relax me, motherfucking sacré-cœur Used to make shit pop like fucking kettle corn [Hook: YUNG MUTT] I'm just a dead man walking, yeah I'm just a dead man walking, yeah I'm just a dead man walking, yeah I'm just a dead man walking, yeah I'm just a dead man walking, yeah I'm just a dead man walking, yeah",sadness
"[Verse 1: YUNG $NOW] White boy so cold, they call me $now, hoe Wanna fuck with me? I know $carecrow, hoe Call up Navigator, blow a bag of dope, hoe Starry Night, posted on the fucking boat, hoe No limit to my $uicidal thoughts God, I bet you fucking chew through my own thoughts Smoke a blunt Told her who am I to cough when you the one who at a loss for the motherfucking words Throw her to the fucking curb, no loss Bitch, I be that fucking boss Got frost on my shoulder, but I had to wipe it off Cut my wrists just for the fucking gloss Duck a pig, fuck a bitch how I floss Fuckboys in my way, Christ coming off the cross See them motherfuckers pause not knowing it depends on a fucking coin toss Either way, I fucking lost  [Verse 2: $LICK $LOTH] $lickity-$lick keep the flame on the Bic Bitches run mouth when they all full of dick Roaches on me as I walk through the pit I'm that sick motherfucker hanging from a bridge Tiptoeing Hell's Ridge like I don't have no caution Kidnap your hoe, put that bitch in an auction Click clack, oh no, now y'all laying in coffins Get back fuckboy, 'cause my homicides often! Murderous genocide, conquering just to divide Coincide with my fucked up mind $uicide, let the trigger finger slide Grey tides, we ride Hear the battle cries for the most high Yung Christ, he died The $carecrow has risen tonight",anger
"[Verse 1: LIL LONELY] Ruby stay at home on a Friday night Hoes blow up my phone, tell 'em that I'm quite alright I might forget that my pimp game is weak sometimes And if you slip you fall in love—now she gone Now I gotta ball, flex on Adderall Sex on Tramadol, I guess I'll try 'em all As I recollect, the records I collect Most of the artists wished for an early death I will give it my all, yes, I will give it my best Anything to replace all the static in my chest But I know she won't be home, I feel so fucking broke I'm lethal, I bleed foam, and seep smoke  [Verse 2: ANTHONY MARS] Tryna join the 27 Club So many times tried to get off the subs Yung Inebriated, Lil Half Cut Both knees are shaking from the mass drugs I put in my body every day, daily Ex on my mind when I start masturbating Somebody save me 'cause I have no patience When it comes to death, I'm not tryna be waitin' Not tryna be slaving for no vacation Not tryna be you or that bitch that you're datin', save all the fakin' I'm just rollin', smokin' with my two cups, still losin' In between if I'ma fold or blow up, $uicide is what I'm choosin'",sadness
"[Verse 1: LIL HALF CUT] Windows down with a frown, ash on my jeans Been up eatin' beans These scenes keep on flashin' inside of my head But I'd rather be dead Got no bread, outta meds, I can't find no tranquility Put me outta my misery, insomnia drivin' me mental So I put on a front like golds on my dental, my life's accidental At the drop of a pencil, I might flash out and shoot every motherfucker while I'm drivin' a rental Oh no, don't tempt me, I ain't slept in six weeks Haven't ate since Wednesday Goddamn, I'm empty  [Verse 2: YUNG SLUMBER] I fall asleep, but I don't want to rise out of bed Escape to my dreams, I hope some of them wet The sun shinin' bright as I open my eyes And then close up the blinds, and wish that I was dead Some people wanna call me a pussy Some people wanna call me a bitch Some people wanna tell me that it ain't that bad ""Lift up that chin"" I wonder what they'd say after I slice my wrists Two slits, I'm gone in the endless abyss One way street, and I need a fucking lift If sleep is the cousin of death, I guess me and $lick countin' sheep 'til we outta breath, I mean, shit! Pour-Pourin' my emotions in a styrofoam cup Gulping it down 'till I don't give a fuck",sadness
"[Verse 1: YUNG CHRIST] Drugs in my veins with two hoes on my lap I ain't gotta roll a thing, I got these bitches for that I got that smoke by the ounce, I got them pills by the bottle And if I ever run out, this junkie right here will rob ya Trappin' out the ocean just so I don't lose focus I'm always sippin' purple potion, keep them Backwoods in motion Yeah, I use and I sell Yeah, I'm straight out of Hell You drop my name in any city, bet it's gonna ring bells Chop it up quick like a brick, I ain't got time for the small talk Poppin' up quick, then I dip, see I don't wanna be bothered Just know I hate you motherfuckers, and that's from the heart Bunch of blowfish motherfuckers, and we are the sharks, ho  [Verse 2: RUBY DA CHERRY] Fuck all of y'all, bitch I don't give a fuck if $uicideboy$ never going to do shit Still put the pistol in my mouth, blow the back of my head out Now I'm going to head out Slit my fucking throat, throw me in a shark tank Either that or you can leave my bloody body in the motherfuckin' boat Fuck everything and fuck myself Fuck what you think, leave me hanging by a belt Brain banging with the pain, grey staining is the game Flames gaining my domain Staying in the same lane, I ain't never going to change See me dancing in the street when that motherfucking blood rains Everybody else is dealt with, bitch Keep your fame and your wealth and shit [Outro: RUBY DA CHERRY] Grey, five nine Grey, five nine Grey, five nine Grey, five nine Grey, five nine Grey, five nine Grey, five nine Grey, five nine",anger
"[Intro: Ruby da Cherry] Mm, ayy (Ruby rarely rap about stackin' up) Ruby rarely (Ayy)  [Verse 1: Ruby da Cherry] Ruby rarely rap about stackin' up cash (Yeah, yeah, yeah, yeah) Probably why my wall missin' platinum plaques From depression to profession, it happened so fast Took some dabs last night, now I'm back to no wax Always gotta get fucked up, I can't last one day without fuckin' it up Fuck it, I'll consume whatever Pills are better whenever the going gets tough I'll bash in my casket, climb in and laugh until the grass is growin' through my skull Ayy, walk into the CVS with VVS's (Bitch) drippin' on my chest (Oh) Bright white lights (Oh) make the diamonds (Oh) flex But they also reveal my face without a mask on, what a mess Lookin' for a reason (Yeah, yeah), but I wanna rest  [Verse 2: Lil Cig] Lil Cig jump in this bitch Tell me do we got a problem? (What? what? what? what?) Emo bitch sucking dick like shit punk rappers Yeah, they all flodgers (Lil' bitch) Smokin' dope, Los Angeles in the Corvette Knock it out the park like a fuckin' Dodger Got the four-five on me at all times Bullet with yo' name, bullet with mine Why mine? For the sake of $uicide ($uicide) You see anybody ridin' with me in the Chevy? (No) I ain't think so Stay solo, stay dolo, lights go dim (Huh) Lowkey, I'm all alone and Sit on a throne, of illusions Every drug I'm on I start abusing Every drug I'm on I start abusing, fuck it",anger
"[Intro: LIL 2/3RDS] (Lil Remains gon'—)  [Verse 1: LIL 2/3RDS] When I walk, you can hear the pill bottle rattle Yung Christ, bitches fuck me in my tabernacle Get so high, got a retainer on my dope supplier Straight outta hell, and I'm the maestro of this fucking choir 2017 might turn me to a mass shooter Pull a drive-by while I'm hangin' out the fucking Uber Kill a state trooper, slice the neck of a prosecutor Drug user getting looser, y'all gon' bring back the Krueger $crimmy, $crimmy gettin' eerie when I'm off the sticky Bloody Mary, Bloody Mary crawling down the chimney  [Hook: LIL 2/3RDS] Sincerely, fuck you all $uicide, fuck 'em we ball Sincerely, fuck you all $uicide, fuck 'em we ball Sincerely, fuck you all $uicide, fuck 'em we ball Sincerely, fuck you all $uicide, fuck 'em we ball, ho [Verse 2: YUNG PLAGUE] Yung Plague, Yung Plague Yung Plague opening up heaven's gates, let it rain brains Chain made of fangs, never speak my seventh name Combust into flames, I been here since men lived in caves I gave fire to the apes, called it a day Ash my blunt on top an ancient ruin, smoked the Sphinx out Gather the masses to tell 'em that God is dead I can prove it, pointed at the pyramid and moved it Who been making waves and used it to put out the flames that you've been lighting? Try igniting, but you blew it Plague been making waves, and Christ took out a nail and threw it Climbed off the cross, pointed at his head and said, ""just fucking shoot it!"" The crowd's about to lose it, let me make this one thing lucid $UICIDE the fucking movement $UICIDE is what I'm choosing",anger
"[Produced by Budd Dwyer] [Co-Produced by Mikey The Magician]  [Intro: RUBY DA CHERRY] Ruby got a problem Ruby got a problem Ruby got a problem And I got dirty clothes —got a problem Food stamps, fifteen bananas Ruby— And a script of addy, what you want?  [Verse 1: RUBY DA CHERRY] Ruby got a problem Ruby at the bottom Ruby fuckin' up, he got a lotta empty bottles Ruby full throttle, toolie no condom Bust it back and watch my brains splat on the column Dollars got me honest, honestly without a prophet Probably spent all his profit Wait, you want all of it? Yeah, that's fuckin' right, I copped it Romeo with all the toxins, roll me dope, I'll lip-lock it Blackened lungs from all the (coughing) Fuck all these lames, all y'all so obsessed with names All y'all dress the fucking same $UICIDE, I'm out the game Blame it on the fame, I'm so sick of my own name I'm so distant from the reigns I'm riling up a hurricane [Verse 2: $LICK $LOTH] Poppin' Oxy, snortin' Roxy, body feeling like a zombie Never been a role model, never hear me say I'm sorry 7th Ward Dragon breathin' fire, while I'm slicing necks Sixth sense deathwish, laughin' at these fucking threats Slick the one to ask you what you gon' do? Nothin', fool I've been $uicidal with them drugs up in my mama's womb All these poppies Cock the shotty, barrell pressed against my body Photocopies all around me $UICIDE, just call the posse Kill 'em sloppy, bitch, we godly Double cup that's filled with yella Dread-head cracker from the ghetto Don't say hello, you ain't my woadie All your friends are dead? Mine been dead since kids Hundred more in Angola, they servin' life behind the pen",sadness
"[Intro: Steve Ritchie] Finish him!  [Verse 1: TONY WITH THE TOMMY] Percocets and the codeine, got me floating Opiates, I’m a junkie Fuck the money 3rd Ward in the dope house, keep a closed mouth In the ghetto, bitch, I got clout Never seen droughts Hit the route where the felons lurk Tony's in the dirt, findin' work Got my twenty shirts, tell the homie, ""Fuck your turf"" Triple six, don’t make me manifest Bulletproof, the vest Lucifer done made me promises, and that’s an honest threat  [Verse 2: LORD OF LONELINESS] Oozing feeling Gucci when them pills slide down my throat Loosely take a couple, feelin' woozy how I cope Burning wax, but ain't no candles I can't handle what I know What I don't know, I will try and probably use until I croak I done fucked all of these bitches I don't trust them, so I don't fuck a ho Pussy's just another hole that I crawl in and out of Slit my throat, I'll die inside of a bitch I be that downward spiral-looking motherfucker tryna aim a rifle 911, don't fucking dial",anger
"[Intro] ""Down in yon forest, there stands a hall: The bells of Paradise I heard them ring: It’s covered all over with purple and pall And I love my Lord Jesus above anything In that hall there stands a bed: The bells of Paradise I heard them ring: It’s covered all over with scarlet so red: And I love my Lord Jesus above anything""  Frozen  [Verse] Sitting in the motherfucking dirt just hurt Always bitching 'bout you never get the shit that you deserve While you rotting on the curb, I'ma take off with the birds Waiting for the right time, but for me, now works We forever create levels, hit the lever, kill the power Every dot a witching hour on the clock upon the mantel Don't be acting like you mental, you don't really wanna feel it Hearing what ain't really there, seeing what you know you isn't Exhale blow the leaves, strip search all the trees Bones like his forest sharp, leave if you don't want to bleed All they wanna be is me, all I wanna do is leave I contaminate the minds of the viewers of the slang Fuck And I thought it'd be different Still the same message, don't care if you listening And you used to be doubtful You play the game but SESH make the console How many fucking times do I gotta go and say it? You ain't fucking with us, touching anything we fucking made They watch then repeat through their own shit (Own shit) But they'll never duplicate the flow, bitch (Flow, bitch) If it ain't SESH, then you know I don't know it (Know I don't know it) If it ain't our show, there ain't no point in going Oh [Chorus] I am what they're not, they land in the rocks I'm a motherfucking problem, oh I aim for the brush but I landed on the top This a good little spot I know I am what they're not, they land in the rocks I'm a motherfucking problem, oh I aim for the brush but I landed on the top This a good little spot I know, oh",joy
"[Chorus: Violet Indiana] Million miles of crooked smiles Tainted dreams, with ill-lit walls The life you dreamt, but didn't mean They sung your praise, while they took it all, they—  [Verse 1: Ruby da Cherry] Burnin' all my cash, sip and dash Gotta find a way to close the fuckin' gash in the back of my fuckin' head What I'm thinking keeps leaking out I don't want them to know what I'm thinkin' now Now they asking why I'm singin' now (Mmm) Bitch, I'm bored of fucking raps, and I'm bringing out my guns I'd dap you up, but my hands busy holdin' the gun to my skull Bitch, I told 10 Deep to keep your free clothes Then me, $lick, and Smurf peaced out to go blow some clean dro' Worship the Devil so people don't fuck with me, but it's okay, 'cause I don't fuck with people They don't understand our fucking lingo Keep on diggin' myself into a deep hole  [Verse 2: $uicide Christ] Everybody got a full clip Always be fucking the same, bitch, don't tell me how you're different Shut the fuck up, boy, and listen Couple hundred in my Swisher, bitch, I'm smoking on whatever Don't let that bullshit affect us, 'cause we ain't never gon' let up Make one call and you handled, I know some men with no future Just some scumbag motherfuckers that'll cut up ya' shooter Stoned and dead like Medusa, trench coat hidin' my Ruger I got them blades like I'm Krueger, then I come back like Looper [Chorus: Violet Indiana] Million miles of crooked smiles Tainted dreams, with ill-lit walls The life you dreamt, but didn't mean They sung your praise, while they took it all, they—",anger
"[Intro: Playa Fly] Busta, bap— Front, front a busta' with some bap, hit that hoe for her fifteen Front, front a busta' with some bap, hit that hoe for her fifteen Front, front a busta' with some bap, hit that hoe for her fifteen Front, front a busta' with some bap, hit that hoe for her fifteen Front, front a busta' with some bap, hit that hoe for her fifteen  [Verse 1: RUBY DA CHERRY] I asked your bitch if I could bum a cig She said she got a Kool, I said, ""that's cool"" I don't give a shit what kind of cigarette that you prefer to smoke I needed a reason to talk to you Girl, it's true, what it do? You making Ruby drool Yeah, $lick slapped me across my face Snapped me right back in my place What the fuck? My pace sure lacks an ace I'm such a slave to my old ways, make no mistake All of these hoes want Ruby 'cause of the cherry Fuck her pussy, I wanna be buried, bitch [Verse 2: $LICK SLOTH] She wanna be my girl and ride with me She wanna creep up in the night with me Blowin' up my phone like ""$lick, I love you"" I'm too detached, I don't feel nothing for her I might relapse and put these drugs above you I might just snap and kill another for you You see? It's dangerous when I think of her, when I think of us When I think of love, think about my ex, think about the rest None of them hoes used to give a fuck Call Ruby up, ""get the Uzi, bruh"" I'm so sick of these hoes, light up the joe Bury her in the grave I dug Did it all in the name of love, in the name of love In the name of love, ayy  [Outro: Playa Fly] Front, front a busta' with some bap, hit that hoe for her fifteen Front, front a busta' with some bap, hit that hoe for her fifteen Front, front—",anger
"[Verse 1: Norman Atomic] Book the first-class flight, fly me anywhere Making sure it's somewhere far away, awake me when we land I never thought that I would be a millionaire Never in my life On the verge of suicide, I told the world it's you or I I have two sides One that wants to see you all thrive and one that wants to see you die Fancy cars and fancy homes Wrecked and abandoned, now you're regretting that loan Money on my mind, I lost track of time Tried to spend it all in one night, now I'm broke until I've died  [Verse 2: Anthony Mars] Came home late night, yeah Huggin' on my parents tight, told me that they missed me Followed by another fight, wait Facebook, 'Gram likes, ""How you doin' on the mic?"" ""How you doin' on the road?"" I ain't tryna tour no more Fuckin' all these hoes only left me with a bigger hole Popping pills every night, rotten on the inside Pain covered red eyes, don't know how to get by All they see is dollar signs (All they see is dollar signs) Scott done got itemized, manifested suicide",sadness
"[Intro: Lana Del Rey] We were born to die, we were born to die We were born to die, we were born to die We were born to die, we were born to die We were born to die, we were born to die We were born to die, we were born to die We were—  [Verse 1: ANTHONY MARS] Straight out the mud, sippin' blood with them demons, mane Nobody fucks with me and cous', 'cause we evil, mane I need a buzz, need them drugs, 'cause I'm fiending, mane Don't show no love, only slugs, leave you leaking, mane Triple six killer, walking 'round like I'm Percy Miller You bought the issue, but I promise that my pistol's bigger Heart of a sinner, drug dealer, something of that mixture $uicide 'til I die, know that they won't miss us  [Verse 2: LIL LONELY] It looks like another dark night, heart like a shark bite Missing pieces, feeling like a different season Mark my words, I'll be in the dirt, flirtin' with the worms All this pain that I exert, I got a curse that just gets worse I know I hate myself Destruction is my seduction, sucks when you press my buttons Buzzing on the Robitussin, chuggin' dozens with my cousin Got a couple cuts, now I don't feel nothing [Outro: Lana Del Rey] We were born to die, we were born to die We were born to die, we were born to die We were—",sadness
"[Verse 1: YUNG PLAGUE] Slit my own wrist, bitch, I been killin' shit Bitch, pick up ash off the blunt when it spill I ain't paying for shit, I got three hunnid pills Palm full of pills, I might die any day, hope I die with no will There's a way to escape, it's called digging your grave I don't chill with nobody, or meet face-to-face I'm just waitin' in here until I can creep outta my cave Don't try and save what cannot be saved I cannot be saved, 'cause I am a slave to my own mistakes I hope I fade away like a memory fades in my brain Pray that I slay all the prey, blade that drains my fucking veins Satan, please save me today I break away, now I've escaped  [Verse 2: $LICK $LOTH] Slumped up off my habits, wit' two full metal jackets I'm that Slenderman up in yo' closet, panic when you think about it That grey-haired thuggin' lil' shawty Paranoid, can't be too cautious Roll up, finna blow on this dope Could be heron, could be smoke Either way, I'm gonna blow Numb 'till I can't feel no more R.I.P to the one they call $lick D-I-E when you fuck with the clique Pull up quick with the sticks, empty clips Then I dip with your bitch, made her suck dick She was shit, I got pissed so I didn't hit Just hit a lick, hit the whip and then I dipped swift",anger
"[Verse 1: OG Corpse] The fuck I need with life? (What the fuck?) Life is what needed me They looking around for who? Who the fuck wanna save me? Yung Christ been dodging death Dodging death done became my thing Take my chances with the Glock Cock it back and let Nina sing Looking out my window Feel my pulse going down Been mixing chemicals trying to find a compound I don't wanna feel a thing Give me the drugs, numb the pain Get away, fuck out my face You want to switch? Well here's my place Bitch, you can take it How the fuck does it look from my view? Tell me what you thinking It ain't all that it seems when you got to face it, huh? Save lives daily but I can't save me, nah All that glitters ain't gold Ain't that the saying? Fuck [Verse 2: George Washington's AR-15] Ayy, ayy, ayy, ayy Catch me at the cemetery visiting my enemies Gripping the machete, glistening it's rinsed and ready Reflecting wishes of death If mine is selected tonight, I know the Devil's sweating ""You have until I count to seven to escape"" he threatened Please bury me under the cherry tree Standing on the floor of my grave pissing on my destiny Rejecting death, gasp for breath My existence they'll be questioning Ruby back from the dead and better than ever Yeah, I guess we'll see Panoramic views of me whipping the Panamera Is infinitely better than me dead and gone, on Nutella interior leather Chain still swanging, only now it make my neck hurt Rain or shine, Grey*59 can measure up in any weather",sadness
"[Intro: Juicy J] Play me some of that suicide pimpin', man  [Verse 1: Black Window & Duck Boy] It's the most wanted, most hated, most haunted Boys that paid the cost, slowly dyin' but I'm flossin' Looking good, ain't he? Boy bounced back from the dead My business still shady, I still tiptoe on the ledge That shit ain't ever changin' (Scarecrow) I take my chance riding dirty while speedin', lane swangin' I fuckin' made it to 30 without my neck breakin' My gun that's holdin' a 30 that got his legs shakin' Meanwhile his girl in the room with my picture masturbatin' (Ooh-ooh) Yeah, slowly crawling out the dirt (Ahh-ahh) When it comes to death I like to flirt (Wha⁠— Wha⁠—) My hills have eyes and a smirk (Yeah, yeah) My cuz got blues and he got that syrup, boy (If I, if I)  [Verse 2: Duck Boy] If I keep it up, all these 30s 'gon kill me before thirty (Yeah) Another day wasted up my nose and it's still early Don't you worry (No), I'm always in a hurry (Yeah) So I copped a foreign coupe (Skrrt) Slidin' 'round town 'til I gotta pull up to the court at noon (Objection) Snort another blue Now I'm feeling sorta blue, nothin' new, one of the chosen few The rest of y'all, give him some room (Yeah) It's best if y'all didn't assume (Yeah) That he is destined for imminent doom Unless he is ready to get in the tomb (Uh-huh) Ruby's such a bum but he make it look good Trunk in the front, yeah, that's what's under the hood Talking' all this shit, mane, I wish y'all really would Another million plays, mane, I wish y'all really could",sadness
"[Intro: Frou Frou] Are you in or out? Are you in or out? Leave your things behind 'Cause it’s all—  [Verse 1: RUBY DA CHERRY] Dig me up and out the ground The Leopard spotted grave was found $loth tossed the moss, cross upside down Wipe the dirt off of my face in reverse, fuck disgrace I've been unlaced Stitch me up, I'm not opaque Please don't excavate Intoxicated, rotten my forgotten trait Take me to the coast and toss my body in the lake Watch me float away to my remote dismay  [Hook: Frou Frou] Are you in or out? Are you in or out? Leave your things behind 'Cause it’s all going off without you Are you in or out? Leave your things behind 'Cause it’s all— [Verse 2: $LICK $LOTH] Leavin' your things behind Me? I done lost my mind Think of you all the time, shawty, just please be mine When I see you I just wanna die If I could there'd be tears in my eyes But a dead motherfucker can't cry, only rise up when I'm high Spillin' my guts on this pavement Purple is always my fragrance, that codeine is always my favorite But for you, there just ain't no replacement Only place I reside is Opiate Street I believe I can fly when them xans up in me I believe when I die, it'll be from an OD All these bitches cuisines and I'm eating for free  [Outro: Frou Frou] Are you in or out? Are you in or out? Leave your things behind",anger
"[Intro: Three 6 Mafia] Talk ya' ass off Can you back it up? Talk ya' ass off Can you back it up? Talk ya' ass off Can you back it up? Talk ya' ass off Can you back it up?  [Verse 1: $LICK $LOTH] Back up in the spot with a hole in my skull Bitches all around me lining up just to fuck, so I Light up a cig', pass me the rig Been chasing this high since I was a lil' kid Now I'm in and out of rehab, fuckin' bitches while we relapse Run up on you with the ski mask Stick 'em up, stick 'em up, stick 'em Isolated, forsaken, these bitches still chasin' Withdrawals got me achin' and shakin' and vacant Lookin' like Satan Pray to the Pagans to ride on some Daytons and feel so complacent Fuck it, get faded, can't take the temptation I'm killing myself all alone in the basement [Hook: Three 6 Mafia] Talk ya' ass off Can you back it up? Talk ya' ass off  [Verse 2: LORD OF LONELINESS] I’m gonna pull I’m gonna pull the mask off of my face and only my skull will remain Look in the fuckin' empty space that is my eyes You'll see the flames Tryin' to step out of this fucking frame Chemicals offered to numb the pain Damaging certain parts of my brain Damaging certain parts of a dame I grab a brush and paint the rainbow until it's covered up in grey Until it's covered up in grey Stone globe, whole world decay 'Til it's covered up in grey Stoned boy can't relate to the problems of today I've been explained, I claim these graves I've been exposed, remain the stain I gain new fame, increase my chains These fuckboys slain, drain blood from veins",joy
"[Intro: LIL MURDER] $ui—, hahaha What, what, what, what, what, what, what, what, what  [Verse 1: LIL MURDER] Bitch, I step in your hood like it's Fly by Night You got the nine? That's alright, 'cause hoe, I ain't 'fraid to die Squeeze the trigger, lil' pussy, see yo' hand shaking When Yung Christ get to walking, all the earth breaking Koopsta Knicca reborn out the voodoo village All these rappers fuckboys, and I've been sent here to pillage Fuck a image, this my business that I put on record You motherfuckers Dr. Hyde, and I'm Mr. Jekyll Better yet the devil, antichrist dripped in gold Flip the cross up on the chain Make sure these motherfuckers know $carecrow and Yung $now, we see you bitches biting All these posi' motherfuckers claiming $uicidal, eat my rifle  [Verse 2: YUNG OOZE] Lucifer telling me that I better be in reverie Lucifer begging me to return home Travel the seven seas, Ruby da Cherry been burying memories Cherishing dead enemies, never returnin' the throne Please leave me the fuck alone Fuck a hoe, plug up her soul Find a puddle, grab a shovel, let's keep diggin' deep holes The grass is always stained red when you slit your wrist Grave wet from the rain, dead weight, remain dead and wait Forever the grey, forever the grey Forever the grey, and the five and the nine And remember my name, remember my name Remember my name when I die, don't reply to the devil inquiring Souls for admiring, Satan perspiring, sign on the line Ruby inspiring kids, get in line and see Lucifer Buyer beware of the truth And see you can be evil enough to let loose Bitch, I got that noose What the fuck you choose? Choose late and lose",love
"[Verse 1: El Wetto] Fuck it how you want it, it's the psychopath I'm killin' everything around me, fuck the aftermath Bloodbath on my hands, lotta red dead Minded motherfucker standin' right up on the ledge Bring the chaos, let me slay 'em I'm goin' crazy, off the radar, the angel slayer Fuck your prayer Knee-deep in my sin, where do I begin? Gripping on the Glock, looking for a fuckin' end Bitch, I got a brain hemorrhage, losin' my shit The motherfuckin' terrorist, I'm killin' every bitch Fuck your motherfuckin' feelings, I could give a fuck Ruby right behind me, wanna test your luck?  [Verse 2: Yung $now] AK, AR, nine millimeter .22 Ruger, plenty ways to die, see ya Shoot, shoot, shoot to kill Aim for me, fulfill ya thrill Pop my head, let my brains spill Send chills down my spine, Papa Pine is killed Ruby da Cherry, now Ruby da Juice Every day loosen the screw Choose to do what I do This life that I lose one day is proof it's true (Yeah, yeah, yeah) Refuse to use the shit you say is fuckin' cool (Yeah, yeah, yeah) Tryna find my way feels like a fuckin' Rubik's cube What the fuck is new? What the fuck is new? Snakes tryna wear Gucci shoes, what a view Bit off more than you can chew, that was fuckin' rude Tryna get that face tattoo removed, but you doomed",sadness
